algorithm,seed,eval_step,eval_return,eval_std
PPO,0,5000,-122.70262246041678,103.9672269887706
PPO,0,10000,-91.75491489151402,37.303313380355725
PPO,0,15000,-189.13021333180868,156.51214759728742
PPO,0,20000,-166.0967639366755,123.9614314775614
