algorithm,seed,eval_step,eval_return,eval_std
PPO,2,5000,-281.70341351905324,107.4683544243244
PPO,2,10000,-105.00019595062182,63.35274194718006
PPO,2,15000,-145.4478825762072,62.55693004246467
PPO,2,20000,-215.65081515937263,90.13590459633588
