algorithm,seed,eval_step,eval_return,eval_std
SAC,1,5000,-88.65734985331382,61.04529430124597
SAC,1,10000,-104.30928936968073,64.62858721372628
SAC,1,15000,-155.88247584463846,24.76113832599107
SAC,1,20000,-76.88155059272307,8.94735146628654
