algorithm,seed,eval_step,eval_return,eval_std
PPO Enhanced,3,5000,-132.4136129023673,33.95689064461786
PPO Enhanced,3,10000,-196.4025677906663,88.29823396522072
PPO Enhanced,3,15000,-357.7210971846861,117.73225446561432
PPO Enhanced,3,20000,-117.10278318126134,49.5872418273625
