algorithm,seed,eval_step,eval_return,eval_std
SAC,3,5000,-95.87795043266681,19.701558828963616
SAC,3,10000,-98.12073324165362,29.286973687443446
SAC,3,15000,-127.01681196822601,20.720593349578216
SAC,3,20000,-98.63143878278811,23.752171864369664
