algorithm,seed,eval_step,eval_return,eval_std
PPO Enhanced,4,5000,-343.48034162227725,159.9752483730778
PPO Enhanced,4,10000,-251.2263033817676,31.080667945384686
PPO Enhanced,4,15000,-145.2328018463874,59.40193577741786
PPO Enhanced,4,20000,-475.5895511569694,71.52760795736219
