algorithm,seed,eval_step,eval_return,eval_std
SAC,0,5000,-98.00940732153404,47.3307374943002
SAC,0,10000,-115.40324404427918,29.32493129559727
SAC,0,15000,75.69840158138759,76.13253894466875
SAC,0,20000,-31.868998479885665,18.7447669683152
