baseline,seed,eval_step,eval_return,eval_std
none,2,10000,-337.6757825806857,34.148930133140475
none,2,20000,-413.3501950073675,131.51373775521532
none,2,30000,-217.86441155855195,46.93294536872145
none,2,40000,-306.8928882292729,49.148685501163605
none,2,50000,-204.46332451374582,38.6674753433074
none,2,60000,-223.27623732965566,47.906190110281344
none,2,70000,-193.10196553626102,38.292796364279724
none,2,80000,-180.07636702509544,13.465916465596273
none,2,90000,-223.10502585979924,35.87546222882157
none,2,100000,-110.17507490132607,20.786878829410387
none,2,110000,-67.7570273919459,17.380099596770016
none,2,120000,-57.60538736776125,7.0058485826901835
none,2,130000,-82.06428145863872,22.154434782459543
none,2,140000,-146.53123442641936,31.092600723749783
none,2,150000,-245.77216886888195,26.07957809318434
none,2,160000,-237.45847595631275,43.63545670326866
none,2,170000,-75.33333941657143,9.17225755094787
none,2,180000,-126.93152989938224,13.325431692855165
none,2,190000,-95.2797600197901,12.732747653867179
none,2,200000,-16.187260531315584,14.200034739107789
